Year,Month,NDVI,Rainfall_mm
2020,1,0.2853383273327496,52.69208223926033
2020,2,0.33442303203570445,40.38978563661028
2020,3,0.3424177258057487,158.94656746615266
2020,4,0.3208394309109947,239.1042738355648
2020,5,0.38888682926322404,150.53229130225571
2020,6,0.42610701361929476,134.1179889076834
2020,7,0.42112301923449735,121.7141399708523
2020,8,0.28785425925084374,137.13660695932472
2020,9,0.3624380944821951,99.39937774800948
2020,10,0.3548954339068599,94.59941706065159
2020,11,0.3647666975917809,147.79379805364425
2020,12,0.27853414766365375,16.56603477563068
2021,1,0.27035832896656065,37.48736563457804
2021,2,0.2515352407340188,32.185052546725906
2021,3,0.26299317519996074,39.756724832619824
2021,4,0.2636813261858141,98.48787407358739
2021,5,0.3501514066608947,215.9151781726035
2021,6,0.3646696100465321,56.7275207483085
2021,7,0.1980361399598102,97.48576360082927
2021,8,0.393026638275444,88.32057723027124
2021,9,0.3848552114652449,121.42373410850573
2021,10,0.18081710825496705,68.97131868471764
2021,11,0.30529128318712145,31.989079158321307
2021,12,0.24990846924098015,39.35703758555612
2022,1,0.24279679907803553,26.867756771889457
2022,2,0.18048229924403128,57.53037778875628
2022,3,0.17347485118536793,35.37223839334621
2022,4,0.1761604417174823,115.88542055871075
2022,5,0.3901867248057744,116.48675532371374
2022,6,0.4325747483784256,70.64667407591013
2022,7,0.3694891049971258,50.70092835821164
2022,8,0.395018564568641,114.62774031450793
2022,9,0.40353442336540746,123.33599568954699
2022,10,0.37137008810097355,50.740176452345146
2022,11,0.22766991674467782,146.23548523908966
2022,12,,43.41219993882878
2023,1,0.24420392209651604,9.96768349021863
2023,2,0.19412327848364927,5.701220059546694
2023,3,0.1760374995186518,118.62030201383455
2023,4,0.32519920594351265,144.47857712788183
2023,5,0.43215459509402415,105.89982188765408
2023,6,0.4299799259909741,87.52306546982683
2023,7,0.4023460935610354,39.01302946722431
2023,8,0.33101524657179326,48.15993276219458
2023,9,0.33493504259277335,126.08492579854975
2023,10,0.34421194711331826,86.06266101424099
2023,11,0.5844655079789836,160.82437146909672
2023,12,0.3114525517007593,21.802690769001174
2024,1,0.29782945008706246,70.67930068423033
2024,2,0.2255397694199846,46.23610763671291
2024,3,0.2549492765137388,47.87958444850459
2024,4,0.24524403439598716,196.5981072431916
2024,5,0.4170678390445375,279.66809493265333
2024,6,0.42899799831104474,47.73081060883346
2024,7,0.3810760581465657,130.56142539492075
2024,8,0.4144795235305236,112.78739080430974
2024,9,0.40213854066647403,76.18580743462604
2024,10,0.3613168888186073,84.32657788710988
2024,11,0.3437820780991893,108.49534415226833
2024,12,0.31302076685121627,27.892939977585122
2025,1,0.3344356113046731,35.75200918039698
2025,2,0.2928582396680009,9.568994845554325
2025,3,0.28127046904826175,148.33901728034775
2025,4,0.3966064161065282,145.9777430880601
2025,5,0.44760357846508253,148.98693362764868
2025,6,0.44821948993682403,70.11824768713325
2025,7,0.4029849780214235,84.82040927068441
2025,8,0.38298801541759764,101.3274562932883
2025,9,0.40062988843040503,147.6464407513855
2025,10,0.3485566911689827,131.6934499464217
2025,11,0.3338598675764886,41.786542814742226
2025,12,0.30691123927131336,53.04875933774716
2026,1,0.298726361599153,11.782179809983365
2026,2,0.23441207857578875,110.7596426046578
2026,3,0.3331446341195916,170.31175452189837
2026,4,0.41891418976626227,95.48922385258277
2026,5,0.4170556641385348,138.64525775669577
2026,6,0.39190360810481706,19.728642177999394
2026,7,0.3154097965349969,
2026,8,0.34802301488628506,
